Analysis Neighborhood,Incident Year-Month,Incident Datetime
Russian Hill,2022-05,83
Russian Hill,2022-06,100
Russian Hill,2022-07,109
Russian Hill,2022-08,95
Russian Hill,2022-09,145
Russian Hill,2022-10,99
Russian Hill,2022-11,117
Russian Hill,2022-12,131
Seacliff,2018-01,5
Seacliff,2018-02,2
Seacliff,2018-03,4
Seacliff,2018-04,3
Seacliff,2018-05,3
Seacliff,2018-06,5
Seacliff,2018-07,5
Seacliff,2018-08,7
Seacliff,2018-09,3
Seacliff,2018-10,10
Seacliff,2018-11,4
Seacliff,2019-01,5
Seacliff,2019-02,1
Seacliff,2019-03,7
Seacliff,2019-04,6
Seacliff,2019-05,2
Seacliff,2019-06,3
Seacliff,2019-07,2
Seacliff,2019-08,7
Seacliff,2019-09,5
Seacliff,2019-10,6
Seacliff,2019-11,2
Seacliff,2019-12,6
Seacliff,2020-01,6
Seacliff,2020-02,4
Seacliff,2020-03,3
Seacliff,2020-04,1
Seacliff,2020-05,7
Seacliff,2020-06,10
Seacliff,2020-07,4
Seacliff,2020-08,9
Seacliff,2020-09,6
Seacliff,2020-10,9
Seacliff,2020-11,4
Seacliff,2020-12,7
Seacliff,2021-01,5
Seacliff,2021-02,5
Seacliff,2021-03,4
Seacliff,2021-04,12
Seacliff,2021-05,13
Seacliff,2021-06,7
Seacliff,2021-07,7
Seacliff,2021-08,12
Seacliff,2021-09,13
Seacliff,2021-10,4
Seacliff,2021-11,5
Seacliff,2021-12,8
Seacliff,2022-01,5
Seacliff,2022-02,4
Seacliff,2022-03,3
Seacliff,2022-04,6
Seacliff,2022-05,11
Seacliff,2022-06,8
Seacliff,2022-07,6
Seacliff,2022-08,4
Seacliff,2022-09,7
Seacliff,2022-10,9
Seacliff,2022-11,5
Seacliff,2022-12,5
South of Market,2018-01,268
South of Market,2018-02,246
South of Market,2018-03,315
South of Market,2018-04,286
South of Market,2018-05,281
South of Market,2018-06,320
South of Market,2018-07,318
South of Market,2018-08,285
South of Market,2018-09,273
South of Market,2018-10,297
South of Market,2018-11,231
South of Market,2018-12,282
South of Market,2019-01,253
South of Market,2019-02,224
South of Market,2019-03,254
South of Market,2019-04,233
South of Market,2019-05,282
South of Market,2019-06,254
South of Market,2019-07,291
South of Market,2019-08,301
South of Market,2019-09,249
South of Market,2019-10,272
South of Market,2019-11,292
South of Market,2019-12,243
South of Market,2020-01,272
South of Market,2020-02,264
South of Market,2020-03,199
South of Market,2020-04,180
South of Market,2020-05,228
South of Market,2020-06,227
South of Market,2020-07,229
South of Market,2020-08,191
South of Market,2020-09,159
South of Market,2020-10,195
South of Market,2020-11,179
South of Market,2020-12,216
South of Market,2021-01,213
South of Market,2021-02,154
South of Market,2021-03,190
South of Market,2021-04,187
South of Market,2021-05,193
South of Market,2021-06,189
South of Market,2021-07,210
South of Market,2021-08,253
South of Market,2021-09,251
South of Market,2021-10,239
South of Market,2021-11,274
South of Market,2021-12,224
South of Market,2022-01,193
South of Market,2022-02,198
South of Market,2022-03,221
South of Market,2022-04,227
South of Market,2022-05,221
South of Market,2022-06,250
South of Market,2022-07,227
South of Market,2022-08,278
South of Market,2022-09,251
South of Market,2022-10,267
South of Market,2022-11,210
South of Market,2022-12,224
Sunset/Parkside,2018-01,78
Sunset/Parkside,2018-02,96
Sunset/Parkside,2018-03,97
Sunset/Parkside,2018-04,90
Sunset/Parkside,2018-05,95
Sunset/Parkside,2018-06,102
Sunset/Parkside,2018-07,90
Sunset/Parkside,2018-08,129
Sunset/Parkside,2018-09,84
Sunset/Parkside,2018-10,100
Sunset/Parkside,2018-11,120
Sunset/Parkside,2018-12,98
Sunset/Parkside,2019-01,90
Sunset/Parkside,2019-02,74
Sunset/Parkside,2019-03,87
Sunset/Parkside,2019-04,78
Sunset/Parkside,2019-05,81
Sunset/Parkside,2019-06,66
Sunset/Parkside,2019-07,87
Sunset/Parkside,2019-08,75
Sunset/Parkside,2019-09,91
Sunset/Parkside,2019-10,110
Sunset/Parkside,2019-11,103
Sunset/Parkside,2019-12,112
Sunset/Parkside,2020-01,120
Sunset/Parkside,2020-02,83
Sunset/Parkside,2020-03,83
Sunset/Parkside,2020-04,70
Sunset/Parkside,2020-05,87
Sunset/Parkside,2020-06,79
Sunset/Parkside,2020-07,85
Sunset/Parkside,2020-08,84
Sunset/Parkside,2020-09,89
Sunset/Parkside,2020-10,124
Sunset/Parkside,2020-11,120
Sunset/Parkside,2020-12,133
Sunset/Parkside,2021-01,123
Sunset/Parkside,2021-02,100
Sunset/Parkside,2021-03,104
Sunset/Parkside,2021-04,82
Sunset/Parkside,2021-05,106
Sunset/Parkside,2021-06,101
Sunset/Parkside,2021-07,122
Sunset/Parkside,2021-08,122
Sunset/Parkside,2021-09,110
Sunset/Parkside,2021-10,119
Sunset/Parkside,2021-11,112
Sunset/Parkside,2021-12,101
Sunset/Parkside,2022-01,115
Sunset/Parkside,2022-02,101
Sunset/Parkside,2022-03,120
Sunset/Parkside,2022-04,95
Sunset/Parkside,2022-05,92
Sunset/Parkside,2022-06,128
Sunset/Parkside,2022-07,109
Sunset/Parkside,2022-08,120
Sunset/Parkside,2022-09,128
Sunset/Parkside,2022-10,128
Sunset/Parkside,2022-11,114
Sunset/Parkside,2022-12,123
Tenderloin,2018-01,294
Tenderloin,2018-02,266
Tenderloin,2018-03,257
Tenderloin,2018-04,257
Tenderloin,2018-05,323
Tenderloin,2018-06,270
Tenderloin,2018-07,310
Tenderloin,2018-08,290
Tenderloin,2018-09,291
Tenderloin,2018-10,268
Tenderloin,2018-11,255
Tenderloin,2018-12,329
Tenderloin,2019-01,310
Tenderloin,2019-02,261
Tenderloin,2019-03,291
Tenderloin,2019-04,318
Tenderloin,2019-05,334
Tenderloin,2019-06,364
Tenderloin,2019-07,322
Tenderloin,2019-08,311
Tenderloin,2019-09,338
Tenderloin,2019-10,282
Tenderloin,2019-11,269
Tenderloin,2019-12,264
Tenderloin,2020-01,289
Tenderloin,2020-02,291
Tenderloin,2020-03,247
Tenderloin,2020-04,180
Tenderloin,2020-05,239
Tenderloin,2020-06,196
Tenderloin,2020-07,215
Tenderloin,2020-08,227
Tenderloin,2020-09,262
Tenderloin,2020-10,243
Tenderloin,2020-11,243
Tenderloin,2020-12,233
Tenderloin,2021-01,248
Tenderloin,2021-02,207
Tenderloin,2021-03,205
Tenderloin,2021-04,234
Tenderloin,2021-05,249
Tenderloin,2021-06,215
Tenderloin,2021-07,247
Tenderloin,2021-08,235
Tenderloin,2021-09,242
Tenderloin,2021-10,285
Tenderloin,2021-11,249
Tenderloin,2021-12,241
Tenderloin,2022-01,264
Tenderloin,2022-02,202
Tenderloin,2022-03,289
Tenderloin,2022-04,257
Tenderloin,2022-05,275
Tenderloin,2022-06,298
Tenderloin,2022-07,300
Tenderloin,2022-08,277
Tenderloin,2022-09,306
Tenderloin,2022-10,284
Tenderloin,2022-11,249
Tenderloin,2022-12,267
Treasure Island,2018-01,7
Treasure Island,2018-02,7
Treasure Island,2018-03,17
Treasure Island,2018-04,19
Treasure Island,2018-05,12
Treasure Island,2018-06,10
Treasure Island,2018-07,18
Treasure Island,2018-08,26
Treasure Island,2018-09,10
Treasure Island,2018-10,24
Treasure Island,2018-11,19
Treasure Island,2018-12,22
Treasure Island,2019-01,10
Treasure Island,2019-02,6
Treasure Island,2019-03,8
Treasure Island,2019-04,9
Treasure Island,2019-05,8
Treasure Island,2019-06,18
Treasure Island,2019-07,18
Treasure Island,2019-08,13
Treasure Island,2019-09,21
Treasure Island,2019-10,11
Treasure Island,2019-11,15
Treasure Island,2019-12,6
Treasure Island,2020-01,12
Treasure Island,2020-02,8
Treasure Island,2020-03,9
Treasure Island,2020-04,5
Treasure Island,2020-05,32
Treasure Island,2020-06,11
Treasure Island,2020-07,19
Treasure Island,2020-08,19
Treasure Island,2020-09,10
Treasure Island,2020-10,14
Treasure Island,2020-11,10
Treasure Island,2020-12,16
Treasure Island,2021-01,10
Treasure Island,2021-02,9
Treasure Island,2021-03,11
Treasure Island,2021-04,15
Treasure Island,2021-05,29
Treasure Island,2021-06,11
Treasure Island,2021-07,21
Treasure Island,2021-08,11
Treasure Island,2021-09,16
Treasure Island,2021-10,16
Treasure Island,2021-11,18
Treasure Island,2021-12,30
Treasure Island,2022-01,16
Treasure Island,2022-02,15
Treasure Island,2022-03,23
Treasure Island,2022-04,15
Treasure Island,2022-05,13
Treasure Island,2022-06,11
Treasure Island,2022-07,14
Treasure Island,2022-08,14
Treasure Island,2022-09,14
Treasure Island,2022-10,11
Treasure Island,2022-11,9
Treasure Island,2022-12,11
Twin Peaks,2018-01,11
Twin Peaks,2018-02,6
Twin Peaks,2018-03,6
Twin Peaks,2018-04,9
Twin Peaks,2018-05,20
Twin Peaks,2018-06,19
Twin Peaks,2018-07,12
Twin Peaks,2018-08,36
Twin Peaks,2018-09,18
Twin Peaks,2018-10,25
Twin Peaks,2018-11,43
Twin Peaks,2018-12,54
Twin Peaks,2019-01,35
Twin Peaks,2019-02,27
Twin Peaks,2019-03,26
Twin Peaks,2019-04,19
Twin Peaks,2019-05,24
Twin Peaks,2019-06,26
Twin Peaks,2019-07,30
Twin Peaks,2019-08,49
Twin Peaks,2019-09,57
Twin Peaks,2019-10,80
Twin Peaks,2019-11,35
Twin Peaks,2019-12,43
Twin Peaks,2020-01,49
Twin Peaks,2020-02,22
Twin Peaks,2020-03,25
Twin Peaks,2020-04,11
Twin Peaks,2020-05,20
Twin Peaks,2020-06,38
Twin Peaks,2020-07,19
Twin Peaks,2020-08,19
Twin Peaks,2020-09,26
Twin Peaks,2020-10,18
Twin Peaks,2020-11,33
Twin Peaks,2020-12,25
Twin Peaks,2021-01,29
Twin Peaks,2021-02,17
Twin Peaks,2021-03,8
Twin Peaks,2021-04,11
Twin Peaks,2021-05,19
Twin Peaks,2021-06,10
Twin Peaks,2021-07,13
Twin Peaks,2021-08,16
Twin Peaks,2021-09,24
Twin Peaks,2021-10,15
Twin Peaks,2021-11,46
Twin Peaks,2021-12,39
Twin Peaks,2022-01,42
Twin Peaks,2022-02,17
Twin Peaks,2022-03,27
Twin Peaks,2022-04,27
Twin Peaks,2022-05,21
Twin Peaks,2022-06,17
Twin Peaks,2022-07,30
Twin Peaks,2022-08,21
Twin Peaks,2022-09,34
Twin Peaks,2022-10,25
Twin Peaks,2022-11,50
Twin Peaks,2022-12,18
Visitacion Valley,2018-01,34
Visitacion Valley,2018-02,46
Visitacion Valley,2018-03,50
Visitacion Valley,2018-04,50
Visitacion Valley,2018-05,53
Visitacion Valley,2018-06,37
Visitacion Valley,2018-07,41
Visitacion Valley,2018-08,36
Visitacion Valley,2018-09,56
Visitacion Valley,2018-10,52
Visitacion Valley,2018-11,50
Visitacion Valley,2018-12,35
Visitacion Valley,2019-01,35
Visitacion Valley,2019-02,32
Visitacion Valley,2019-03,41
Visitacion Valley,2019-04,57
Visitacion Valley,2019-05,40
Visitacion Valley,2019-06,43
Visitacion Valley,2019-07,16
Visitacion Valley,2019-08,40
Visitacion Valley,2019-09,26
Visitacion Valley,2019-10,44
Visitacion Valley,2019-11,20
Visitacion Valley,2019-12,56
Visitacion Valley,2020-01,52
Visitacion Valley,2020-02,26
Visitacion Valley,2020-03,43
Visitacion Valley,2020-04,30
Visitacion Valley,2020-05,38
Visitacion Valley,2020-06,35
Visitacion Valley,2020-07,36
Visitacion Valley,2020-08,48
Visitacion Valley,2020-09,30
Visitacion Valley,2020-10,54
Visitacion Valley,2020-11,35
Visitacion Valley,2020-12,48
Visitacion Valley,2021-01,52
Visitacion Valley,2021-02,38
Visitacion Valley,2021-03,33
Visitacion Valley,2021-04,22
Visitacion Valley,2021-05,31
Visitacion Valley,2021-06,33
Visitacion Valley,2021-07,30
Visitacion Valley,2021-08,46
Visitacion Valley,2021-09,39
Visitacion Valley,2021-10,36
Visitacion Valley,2021-11,40
Visitacion Valley,2021-12,42
Visitacion Valley,2022-01,30
Visitacion Valley,2022-02,24
Visitacion Valley,2022-03,32
Visitacion Valley,2022-04,49
Visitacion Valley,2022-05,31
Visitacion Valley,2022-06,36
Visitacion Valley,2022-07,31
Visitacion Valley,2022-08,41
Visitacion Valley,2022-09,37
Visitacion Valley,2022-10,45
Visitacion Valley,2022-11,46
Visitacion Valley,2022-12,46
West of Twin Peaks,2018-01,85
West of Twin Peaks,2018-02,71
West of Twin Peaks,2018-03,69
West of Twin Peaks,2018-04,82
West of Twin Peaks,2018-05,76
West of Twin Peaks,2018-06,67
West of Twin Peaks,2018-07,85
West of Twin Peaks,2018-08,46
West of Twin Peaks,2018-09,94
West of Twin Peaks,2018-10,87
West of Twin Peaks,2018-11,89
West of Twin Peaks,2018-12,85
West of Twin Peaks,2019-01,79
West of Twin Peaks,2019-02,60
West of Twin Peaks,2019-03,77
West of Twin Peaks,2019-04,72
West of Twin Peaks,2019-05,89
West of Twin Peaks,2019-06,64
West of Twin Peaks,2019-07,61
West of Twin Peaks,2019-08,94
West of Twin Peaks,2019-09,76
West of Twin Peaks,2019-10,109
West of Twin Peaks,2019-11,86
West of Twin Peaks,2019-12,80
West of Twin Peaks,2020-01,102
West of Twin Peaks,2020-02,83
West of Twin Peaks,2020-03,69
West of Twin Peaks,2020-04,53
West of Twin Peaks,2020-05,80
West of Twin Peaks,2020-06,60
West of Twin Peaks,2020-07,85
West of Twin Peaks,2020-08,42
West of Twin Peaks,2020-09,53
West of Twin Peaks,2020-10,61
West of Twin Peaks,2020-11,87
West of Twin Peaks,2020-12,104
West of Twin Peaks,2021-01,63
West of Twin Peaks,2021-02,88
West of Twin Peaks,2021-03,75
West of Twin Peaks,2021-04,54
West of Twin Peaks,2021-05,81
West of Twin Peaks,2021-06,87
West of Twin Peaks,2021-07,97
West of Twin Peaks,2021-08,81
West of Twin Peaks,2021-09,100
West of Twin Peaks,2021-10,92
West of Twin Peaks,2021-11,69
West of Twin Peaks,2021-12,99
West of Twin Peaks,2022-01,62
West of Twin Peaks,2022-02,87
West of Twin Peaks,2022-03,96
West of Twin Peaks,2022-04,102
West of Twin Peaks,2022-05,88
West of Twin Peaks,2022-06,77
West of Twin Peaks,2022-07,89
West of Twin Peaks,2022-08,87
West of Twin Peaks,2022-09,88
West of Twin Peaks,2022-10,84
West of Twin Peaks,2022-11,101
West of Twin Peaks,2022-12,67
Western Addition,2018-01,125
Western Addition,2018-02,92
Western Addition,2018-03,117
Western Addition,2018-04,106
Western Addition,2018-05,104
Western Addition,2018-06,118
Western Addition,2018-07,114
Western Addition,2018-08,128
Western Addition,2018-09,102
Western Addition,2018-10,103
Western Addition,2018-11,87
Western Addition,2018-12,114
Western Addition,2019-01,102
Western Addition,2019-02,84
Western Addition,2019-03,101
Western Addition,2019-04,104
Western Addition,2019-05,105
Western Addition,2019-06,128
Western Addition,2019-07,100
Western Addition,2019-08,132
Western Addition,2019-09,121
Western Addition,2019-10,108
Western Addition,2019-11,109
Western Addition,2019-12,113
Western Addition,2020-01,123
Western Addition,2020-02,133
Western Addition,2020-03,97
Western Addition,2020-04,63
Western Addition,2020-05,99
Western Addition,2020-06,97
Western Addition,2020-07,118
Western Addition,2020-08,87
Western Addition,2020-09,85
Western Addition,2020-10,82
Western Addition,2020-11,68
Western Addition,2020-12,108
Western Addition,2021-01,109
Western Addition,2021-02,70
Western Addition,2021-03,97
Western Addition,2021-04,91
Western Addition,2021-05,109
Western Addition,2021-06,109
Western Addition,2021-07,103
Western Addition,2021-08,96
Western Addition,2021-09,114
Western Addition,2021-10,114
Western Addition,2021-11,113
Western Addition,2021-12,91
Western Addition,2022-01,114
Western Addition,2022-02,128
Western Addition,2022-03,138
Western Addition,2022-04,125
Western Addition,2022-05,129
Western Addition,2022-06,109
Western Addition,2022-07,94
Western Addition,2022-08,103
Western Addition,2022-09,130
Western Addition,2022-10,129
Western Addition,2022-11,117
Western Addition,2022-12,113
