Neighborhood,Date,Price
Bayview Hunters Point,2018-01,831369.3810833334
Bayview Hunters Point,2018-02,836834.2487166667
Bayview Hunters Point,2018-03,842389.7830166668
Bayview Hunters Point,2018-04,846786.6948666667
Bayview Hunters Point,2018-05,854780.9713666666
Bayview Hunters Point,2018-06,863505.6359999999
Bayview Hunters Point,2018-07,870626.2723833333
Bayview Hunters Point,2018-08,873806.1160666667
Bayview Hunters Point,2018-09,875630.37445
Bayview Hunters Point,2018-10,878203.1079166667
Bayview Hunters Point,2018-11,880549.95265
Bayview Hunters Point,2018-12,880888.3569666668
Bayview Hunters Point,2019-01,879147.5966500001
Bayview Hunters Point,2019-02,875529.7272
Bayview Hunters Point,2019-03,872470.3482333333
Bayview Hunters Point,2019-04,871027.9692166667
Bayview Hunters Point,2019-05,871641.9142
Bayview Hunters Point,2019-06,875291.7455166667
Bayview Hunters Point,2019-07,881238.63495
Bayview Hunters Point,2019-08,887666.3813666668
Bayview Hunters Point,2019-09,892968.8515833333
Bayview Hunters Point,2019-10,896654.4511666667
Bayview Hunters Point,2019-11,900971.03135
Bayview Hunters Point,2019-12,905184.52365
Bayview Hunters Point,2020-01,909836.4264833336
Bayview Hunters Point,2020-02,913673.8468666668
Bayview Hunters Point,2020-03,917614.1756
Bayview Hunters Point,2020-04,918924.6486333334
Bayview Hunters Point,2020-05,916413.2266833334
Bayview Hunters Point,2020-06,908900.24295
Bayview Hunters Point,2020-07,902844.3019666668
Bayview Hunters Point,2020-08,901989.03415
Bayview Hunters Point,2020-09,905329.3710166666
Bayview Hunters Point,2020-10,907321.2015666668
Bayview Hunters Point,2020-11,907261.6243
Bayview Hunters Point,2020-12,904752.6511166668
Bayview Hunters Point,2021-01,902353.9741833332
Bayview Hunters Point,2021-02,899642.0465833334
Bayview Hunters Point,2021-03,899487.1420333333
Bayview Hunters Point,2021-04,902680.5875333332
Bayview Hunters Point,2021-05,909373.5743
Bayview Hunters Point,2021-06,917605.2421666668
Bayview Hunters Point,2021-07,925767.3608333332
Bayview Hunters Point,2021-08,930153.66885
Bayview Hunters Point,2021-09,931747.2066
Bayview Hunters Point,2021-10,932344.9364833334
Bayview Hunters Point,2021-11,934875.54
Bayview Hunters Point,2021-12,936598.7912
Bayview Hunters Point,2022-01,936812.0403
Bayview Hunters Point,2022-02,938270.0482333334
Bayview Hunters Point,2022-03,942821.566
Bayview Hunters Point,2022-04,946580.8859833332
Bayview Hunters Point,2022-05,947045.5302666668
Bayview Hunters Point,2022-06,942304.3578
Bayview Hunters Point,2022-07,933254.0111833332
Bayview Hunters Point,2022-08,919723.6094
Bayview Hunters Point,2022-09,903077.4787166668
Bayview Hunters Point,2022-10,887773.05485
Bayview Hunters Point,2022-11,873668.90085
Bayview Hunters Point,2022-12,860694.5101833333
Bernal Heights,2018-01,1375102.57325
Bernal Heights,2018-02,1387179.9815
Bernal Heights,2018-03,1399211.8565
Bernal Heights,2018-04,1408955.45375
Bernal Heights,2018-05,1423617.59225
Bernal Heights,2018-06,1435917.747
Bernal Heights,2018-07,1438417.25325
Bernal Heights,2018-08,1434586.0505
Bernal Heights,2018-09,1430127.46025
Bernal Heights,2018-10,1431057.097
Bernal Heights,2018-11,1430993.72975
Bernal Heights,2018-12,1427391.56125
Bernal Heights,2019-01,1421047.696
Bernal Heights,2019-02,1409958.03425
Bernal Heights,2019-03,1397900.3615
Bernal Heights,2019-04,1389583.70725
Bernal Heights,2019-05,1385879.27775
Bernal Heights,2019-06,1390210.06875
Bernal Heights,2019-07,1398301.30175
Bernal Heights,2019-08,1410364.923
Bernal Heights,2019-09,1418958.37
Bernal Heights,2019-10,1423416.032
Bernal Heights,2019-11,1426953.442
Bernal Heights,2019-12,1430826.673
Bernal Heights,2020-01,1438430.5325
Bernal Heights,2020-02,1445025.02775
Bernal Heights,2020-03,1453784.62225
Bernal Heights,2020-04,1458993.11625
Bernal Heights,2020-05,1456206.0295
Bernal Heights,2020-06,1443259.28725
Bernal Heights,2020-07,1433388.44925
Bernal Heights,2020-08,1435363.18025
Bernal Heights,2020-09,1445602.45725
Bernal Heights,2020-10,1451674.5465
Bernal Heights,2020-11,1451348.12625
Bernal Heights,2020-12,1447733.86575
Bernal Heights,2021-01,1442363.38125
Bernal Heights,2021-02,1437560.8495
Bernal Heights,2021-03,1436487.2615
Bernal Heights,2021-04,1440748.632
Bernal Heights,2021-05,1451094.08975
Bernal Heights,2021-06,1461959.15675
Bernal Heights,2021-07,1478594.271
Bernal Heights,2021-08,1490933.8675
Bernal Heights,2021-09,1501491.23175
Bernal Heights,2021-10,1506726.17725
Bernal Heights,2021-11,1514357.29425
Bernal Heights,2021-12,1519725.8095
Bernal Heights,2022-01,1524719.6885
Bernal Heights,2022-02,1532717.62175
Bernal Heights,2022-03,1544773.3960000002
Bernal Heights,2022-04,1551734.9585
Bernal Heights,2022-05,1550537.70025
Bernal Heights,2022-06,1539318.26125
Bernal Heights,2022-07,1519911.029
Bernal Heights,2022-08,1491201.4045000002
Bernal Heights,2022-09,1456723.055
Bernal Heights,2022-10,1427157.35675
Bernal Heights,2022-11,1402187.79175
Bernal Heights,2022-12,1380843.07875
Castro /Upper Market,2018-01,1654890.435
Castro /Upper Market,2018-02,1665721.675
Castro /Upper Market,2018-03,1674728.86375
Castro /Upper Market,2018-04,1682072.87475
Castro /Upper Market,2018-05,1695478.68925
Castro /Upper Market,2018-06,1710666.63875
Castro /Upper Market,2018-07,1713891.20325
Castro /Upper Market,2018-08,1710232.599
Castro /Upper Market,2018-09,1704266.0045
Castro /Upper Market,2018-10,1704677.68025
Castro /Upper Market,2018-11,1706552.19475
Castro /Upper Market,2018-12,1703247.3735
Castro /Upper Market,2019-01,1697859.81125
Castro /Upper Market,2019-02,1687409.88725
Castro /Upper Market,2019-03,1679552.91275
Castro /Upper Market,2019-04,1677674.6845
Castro /Upper Market,2019-05,1680832.801
Castro /Upper Market,2019-06,1687424.8475
Castro /Upper Market,2019-07,1695148.4015000002
Castro /Upper Market,2019-08,1704838.8915
Castro /Upper Market,2019-09,1713164.3445
Castro /Upper Market,2019-10,1720990.08575
Castro /Upper Market,2019-11,1729432.47725
Castro /Upper Market,2019-12,1739488.33425
Castro /Upper Market,2020-01,1747554.7285
Castro /Upper Market,2020-02,1751427.4855
Castro /Upper Market,2020-03,1756487.726
Castro /Upper Market,2020-04,1758655.85075
Castro /Upper Market,2020-05,1752438.448
Castro /Upper Market,2020-06,1735415.9975
Castro /Upper Market,2020-07,1720216.33675
Castro /Upper Market,2020-08,1717642.4205
Castro /Upper Market,2020-09,1722071.27275
Castro /Upper Market,2020-10,1725049.85175
Castro /Upper Market,2020-11,1723654.30125
Castro /Upper Market,2020-12,1717481.11125
Castro /Upper Market,2021-01,1707563.427
Castro /Upper Market,2021-02,1694438.53325
Castro /Upper Market,2021-03,1686475.53375
Castro /Upper Market,2021-04,1686265.1055
Castro /Upper Market,2021-05,1697290.44475
Castro /Upper Market,2021-06,1712061.05225
Castro /Upper Market,2021-07,1732525.21625
Castro /Upper Market,2021-08,1749678.64375
Castro /Upper Market,2021-09,1764089.0285
Castro /Upper Market,2021-10,1773272.38575
Castro /Upper Market,2021-11,1788032.19325
Castro /Upper Market,2021-12,1803847.70225
Castro /Upper Market,2022-01,1816264.965
Castro /Upper Market,2022-02,1826407.77575
Castro /Upper Market,2022-03,1838399.06325
Castro /Upper Market,2022-04,1850473.24225
Castro /Upper Market,2022-05,1854108.43825
Castro /Upper Market,2022-06,1843518.067
Castro /Upper Market,2022-07,1820629.53825
Castro /Upper Market,2022-08,1782846.42475
Castro /Upper Market,2022-09,1739188.3355
Castro /Upper Market,2022-10,1698651.3905
Castro /Upper Market,2022-11,1666802.19475
Castro /Upper Market,2022-12,1638838.163
Chinatown ,2018-01,932036.129
Chinatown ,2018-02,937164.6564
Chinatown ,2018-03,942286.4966
Chinatown ,2018-04,947512.5049
Chinatown ,2018-05,956943.7055
Chinatown ,2018-06,965682.3483
Chinatown ,2018-07,970244.8402
Chinatown ,2018-08,970394.2679
Chinatown ,2018-09,968053.5821
Chinatown ,2018-10,968261.8848
Chinatown ,2018-11,969143.8127
Chinatown ,2018-12,969041.0546
Chinatown ,2019-01,967412.0521
Chinatown ,2019-02,962405.3218
Chinatown ,2019-03,961569.0873
Chinatown ,2019-04,963033.2232
Chinatown ,2019-05,970328.04
Chinatown ,2019-06,977335.0897
Chinatown ,2019-07,986330.2037
Chinatown ,2019-08,993141.4247
Chinatown ,2019-09,996417.758
Chinatown ,2019-10,997902.5948
Chinatown ,2019-11,998062.1979
Chinatown ,2019-12,999894.4897
Chinatown ,2020-01,998630.8503
Chinatown ,2020-02,994559.9729
Chinatown ,2020-03,991122.2506
Chinatown ,2020-04,989538.9208
Chinatown ,2020-05,989384.4514
Chinatown ,2020-06,986466.1471
Chinatown ,2020-07,984401.8249
Chinatown ,2020-08,986127.332
Chinatown ,2020-09,992270.7162
Chinatown ,2020-10,997112.9394
Chinatown ,2020-11,1000219.25
Chinatown ,2020-12,1000438.676
Chinatown ,2021-01,998318.9737
Chinatown ,2021-02,993319.525
Chinatown ,2021-03,986947.5547
Chinatown ,2021-04,982314.5354
Chinatown ,2021-05,983124.1635
Chinatown ,2021-06,986755.2508
Chinatown ,2021-07,995298.6553
Chinatown ,2021-08,1004945.737
Chinatown ,2021-09,1017788.884
Chinatown ,2021-10,1029150.062
Chinatown ,2021-11,1042929.426
Chinatown ,2021-12,1054168.402
Chinatown ,2022-01,1050891.77
Chinatown ,2022-02,1036411.256
Chinatown ,2022-03,1017680.368
Chinatown ,2022-04,1009112.934
Chinatown ,2022-05,1000575.31
Chinatown ,2022-06,988076.4799
Chinatown ,2022-07,970667.8274
Chinatown ,2022-08,950842.5382
Chinatown ,2022-09,930835.6593
Chinatown ,2022-10,914768.7487
Chinatown ,2022-11,905287.6769
Chinatown ,2022-12,900302.4746
Excelsior,2018-01,971933.2654
Excelsior,2018-02,980213.4307666668
Excelsior,2018-03,987760.8448333334
Excelsior,2018-04,995465.0283333332
Excelsior,2018-05,1006299.8456666666
Excelsior,2018-06,1016090.5153333334
Excelsior,2018-07,1020471.032
Excelsior,2018-08,1019138.0313333332
Excelsior,2018-09,1015312.1003333334
Excelsior,2018-10,1015029.3616666668
Excelsior,2018-11,1014907.4296666668
Excelsior,2018-12,1014224.7796666668
Excelsior,2019-01,1012472.9266666668
Excelsior,2019-02,1009521.6296666666
Excelsior,2019-03,1006765.5644333332
Excelsior,2019-04,1004997.1283666668
Excelsior,2019-05,1005460.4511666668
Excelsior,2019-06,1009241.1486666668
Excelsior,2019-07,1015225.0106666666
Excelsior,2019-08,1021687.68
Excelsior,2019-09,1027700.5906666666
Excelsior,2019-10,1031784.2933333332
Excelsior,2019-11,1036861.3523333332
Excelsior,2019-12,1042360.3079999998
Excelsior,2020-01,1049621.265666667
Excelsior,2020-02,1057271.4476666667
Excelsior,2020-03,1065180.379333333
Excelsior,2020-04,1070451.267
Excelsior,2020-05,1069623.807
Excelsior,2020-06,1062663.6413333332
Excelsior,2020-07,1058047.6043333334
Excelsior,2020-08,1060914.683333333
Excelsior,2020-09,1069382.2426666666
Excelsior,2020-10,1075546.6556666668
Excelsior,2020-11,1078404.459
Excelsior,2020-12,1077688.2693333337
Excelsior,2021-01,1075945.5983333334
Excelsior,2021-02,1073609.6106666666
Excelsior,2021-03,1074446.55
Excelsior,2021-04,1078421.6346666666
Excelsior,2021-05,1086364.4203333333
Excelsior,2021-06,1096611.791
Excelsior,2021-07,1109119.3236666666
Excelsior,2021-08,1116965.702
Excelsior,2021-09,1119445.2773333334
Excelsior,2021-10,1118934.5896666667
Excelsior,2021-11,1120945.319666667
Excelsior,2021-12,1122422.3586666668
Excelsior,2022-01,1126390.5133333334
Excelsior,2022-02,1134391.261
Excelsior,2022-03,1147138.6756666666
Excelsior,2022-04,1156627.998
Excelsior,2022-05,1159802.7603333334
Excelsior,2022-06,1155352.83
Excelsior,2022-07,1144144.6816666666
Excelsior,2022-08,1127006.7146666667
Excelsior,2022-09,1106721.8873333333
Excelsior,2022-10,1088556.5356666667
Excelsior,2022-11,1072309.3113333334
Excelsior,2022-12,1057308.658
Financial District/South Beach,2018-01,1075949.64815
Financial District/South Beach,2018-02,1078617.740625
Financial District/South Beach,2018-03,1081246.305575
Financial District/South Beach,2018-04,1081138.07945
Financial District/South Beach,2018-05,1082698.90685
Financial District/South Beach,2018-06,1084158.253925
Financial District/South Beach,2018-07,1082674.1853
Financial District/South Beach,2018-08,1078670.211375
Financial District/South Beach,2018-09,1075996.74835
Financial District/South Beach,2018-10,1076462.461875
Financial District/South Beach,2018-11,1078376.56215
Financial District/South Beach,2018-12,1079015.308025
Financial District/South Beach,2019-01,1078150.611
Financial District/South Beach,2019-02,1074719.455875
Financial District/South Beach,2019-03,1071723.127725
Financial District/South Beach,2019-04,1072483.228825
Financial District/South Beach,2019-05,1074913.049225
Financial District/South Beach,2019-06,1079255.3907
Financial District/South Beach,2019-07,1084119.56405
Financial District/South Beach,2019-08,1090214.418275
Financial District/South Beach,2019-09,1094127.241925
Financial District/South Beach,2019-10,1097637.011025
Financial District/South Beach,2019-11,1101165.720325
Financial District/South Beach,2019-12,1105844.82895
Financial District/South Beach,2020-01,1104528.6318
Financial District/South Beach,2020-02,1098727.81
Financial District/South Beach,2020-03,1090075.18055
Financial District/South Beach,2020-04,1084157.064125
Financial District/South Beach,2020-05,1078705.1367
Financial District/South Beach,2020-06,1072430.785125
Financial District/South Beach,2020-07,1066209.435925
Financial District/South Beach,2020-08,1062575.1385
Financial District/South Beach,2020-09,1061113.65535
Financial District/South Beach,2020-10,1061537.08115
Financial District/South Beach,2020-11,1063343.840825
Financial District/South Beach,2020-12,1064940.3555
Financial District/South Beach,2021-01,1065053.625775
Financial District/South Beach,2021-02,1061178.220175
Financial District/South Beach,2021-03,1056221.542
Financial District/South Beach,2021-04,1050712.828425
Financial District/South Beach,2021-05,1049820.290925
Financial District/South Beach,2021-06,1051680.95705
Financial District/South Beach,2021-07,1061002.136175
Financial District/South Beach,2021-08,1073329.778575
Financial District/South Beach,2021-09,1088586.9393
Financial District/South Beach,2021-10,1101637.621075
Financial District/South Beach,2021-11,1116142.159
Financial District/South Beach,2021-12,1130108.63625
Financial District/South Beach,2022-01,1137460.8095
Financial District/South Beach,2022-02,1138027.9
Financial District/South Beach,2022-03,1134586.41075
Financial District/South Beach,2022-04,1132122.7605
Financial District/South Beach,2022-05,1128000.9457
Financial District/South Beach,2022-06,1119694.225325
Financial District/South Beach,2022-07,1106002.1018
Financial District/South Beach,2022-08,1087941.1554
Financial District/South Beach,2022-09,1067248.42695
Financial District/South Beach,2022-10,1048653.1064
Financial District/South Beach,2022-11,1033664.913425
Financial District/South Beach,2022-12,1019411.603375
Glen Park,2018-01,1405747.261
Glen Park,2018-02,1421693.394
Glen Park,2018-03,1435651.337
Glen Park,2018-04,1445184.6465
Glen Park,2018-05,1459732.5695
Glen Park,2018-06,1472517.362
Glen Park,2018-07,1476091.804
Glen Park,2018-08,1472341.993
Glen Park,2018-09,1466700.0685
Glen Park,2018-10,1465555.2880000002
Glen Park,2018-11,1463444.4455
Glen Park,2018-12,1459725.111
Glen Park,2019-01,1453628.378
Glen Park,2019-02,1443433.9395
Glen Park,2019-03,1430463.4875
Glen Park,2019-04,1423088.5845
Glen Park,2019-05,1418907.794
Glen Park,2019-06,1422832.065
Glen Park,2019-07,1429112.0415
Glen Park,2019-08,1438637.7415
Glen Park,2019-09,1445154.0359999998
Glen Park,2019-10,1448727.4495
Glen Park,2019-11,1451005.328
Glen Park,2019-12,1453055.513
Glen Park,2020-01,1454568.4135
Glen Park,2020-02,1457263.48
Glen Park,2020-03,1463066.064
Glen Park,2020-04,1468850.64
Glen Park,2020-05,1467102.3555
Glen Park,2020-06,1455298.7170000002
Glen Park,2020-07,1446380.298
Glen Park,2020-08,1448869.4215
Glen Park,2020-09,1460024.137
Glen Park,2020-10,1467532.689
Glen Park,2020-11,1470226.2565
Glen Park,2020-12,1470088.5195
Glen Park,2021-01,1465390.0635000002
Glen Park,2021-02,1460513.412
Glen Park,2021-03,1458073.049
Glen Park,2021-04,1463969.1205000002
Glen Park,2021-05,1477063.8215
Glen Park,2021-06,1493640.7315
Glen Park,2021-07,1511439.035
Glen Park,2021-08,1519839.643
Glen Park,2021-09,1523208.8424999998
Glen Park,2021-10,1527535.0045
Glen Park,2021-11,1539239.563
Glen Park,2021-12,1550170.224
Glen Park,2022-01,1561304.427
Glen Park,2022-02,1575819.2635
Glen Park,2022-03,1593957.7065
Glen Park,2022-04,1606944.1795
Glen Park,2022-05,1611279.9845
Glen Park,2022-06,1605122.2740000002
Glen Park,2022-07,1586002.8615
Glen Park,2022-08,1554745.117
Glen Park,2022-09,1516648.4135
Glen Park,2022-10,1484598.0335
Glen Park,2022-11,1458118.5580000002
Glen Park,2022-12,1438421.3675
Haight Ashbury,2018-01,1539832.245125
Haight Ashbury,2018-02,1546507.721375
Haight Ashbury,2018-03,1551877.9445
Haight Ashbury,2018-04,1555896.613875
Haight Ashbury,2018-05,1565667.520625
Haight Ashbury,2018-06,1575476.536375
Haight Ashbury,2018-07,1577415.343625
Haight Ashbury,2018-08,1575352.52025
Haight Ashbury,2018-09,1574267.824
Haight Ashbury,2018-10,1576664.36575
Haight Ashbury,2018-11,1579578.575875
Haight Ashbury,2018-12,1577114.0115
Haight Ashbury,2019-01,1574924.08375
Haight Ashbury,2019-02,1570148.712375
Haight Ashbury,2019-03,1566981.306375
Haight Ashbury,2019-04,1569468.26375
Haight Ashbury,2019-05,1573978.90175
Haight Ashbury,2019-06,1581143.58675
Haight Ashbury,2019-07,1586935.590125
Haight Ashbury,2019-08,1595432.96275
Haight Ashbury,2019-09,1603591.36025
Haight Ashbury,2019-10,1611270.279875
Haight Ashbury,2019-11,1618852.831125
Haight Ashbury,2019-12,1626417.143625
Haight Ashbury,2020-01,1630682.25825
Haight Ashbury,2020-02,1630458.6285
Haight Ashbury,2020-03,1630633.425
Haight Ashbury,2020-04,1630429.264625
Haight Ashbury,2020-05,1624381.2859999998
Haight Ashbury,2020-06,1610726.492375
Haight Ashbury,2020-07,1598757.451875
Haight Ashbury,2020-08,1596168.20025
Haight Ashbury,2020-09,1599015.456875
Haight Ashbury,2020-10,1600142.162875
Haight Ashbury,2020-11,1599872.918625
Haight Ashbury,2020-12,1598112.5255
Haight Ashbury,2021-01,1595364.734
Haight Ashbury,2021-02,1589030.34
Haight Ashbury,2021-03,1586183.065125
Haight Ashbury,2021-04,1588750.531625
Haight Ashbury,2021-05,1601818.77575
Haight Ashbury,2021-06,1616222.984375
Haight Ashbury,2021-07,1634407.437375
Haight Ashbury,2021-08,1649009.301375
Haight Ashbury,2021-09,1663259.432875
Haight Ashbury,2021-10,1675066.792375
Haight Ashbury,2021-11,1692342.940125
Haight Ashbury,2021-12,1709630.096125
Haight Ashbury,2022-01,1722872.05525
Haight Ashbury,2022-02,1732168.226625
Haight Ashbury,2022-03,1742318.02925
Haight Ashbury,2022-04,1751386.271375
Haight Ashbury,2022-05,1752046.086125
Haight Ashbury,2022-06,1741853.839375
Haight Ashbury,2022-07,1721019.227
Haight Ashbury,2022-08,1691140.655125
Haight Ashbury,2022-09,1653438.440125
Haight Ashbury,2022-10,1619499.450875
Haight Ashbury,2022-11,1591481.72175
Haight Ashbury,2022-12,1567043.93
Hayes Valley,2018-01,1138367.356
Hayes Valley,2018-02,1147311.411
Hayes Valley,2018-03,1153988.84
Hayes Valley,2018-04,1159517.461
Hayes Valley,2018-05,1166656.242
Hayes Valley,2018-06,1172894.495
Hayes Valley,2018-07,1175244.28
Hayes Valley,2018-08,1175417.148
Hayes Valley,2018-09,1176437.984
Hayes Valley,2018-10,1180327.224
Hayes Valley,2018-11,1183877.256
Hayes Valley,2018-12,1182411.088
Hayes Valley,2019-01,1177320.477
Hayes Valley,2019-02,1169254.895
Hayes Valley,2019-03,1163101.195
Hayes Valley,2019-04,1162321.281
Hayes Valley,2019-05,1165017.59
Hayes Valley,2019-06,1168721.874
Hayes Valley,2019-07,1171459.674
Hayes Valley,2019-08,1176010.274
Hayes Valley,2019-09,1181648.393
Hayes Valley,2019-10,1189404.685
Hayes Valley,2019-11,1195507.483
Hayes Valley,2019-12,1202052.074
Hayes Valley,2020-01,1205369.896
Hayes Valley,2020-02,1205081.904
Hayes Valley,2020-03,1204854.638
Hayes Valley,2020-04,1202273.048
Hayes Valley,2020-05,1196764.516
Hayes Valley,2020-06,1185518.231
Hayes Valley,2020-07,1176519.513
Hayes Valley,2020-08,1172486.198
Hayes Valley,2020-09,1170848.129
Hayes Valley,2020-10,1167071.658
Hayes Valley,2020-11,1162889.221
Hayes Valley,2020-12,1157514.94
Hayes Valley,2021-01,1153022.715
Hayes Valley,2021-02,1145132.937
Hayes Valley,2021-03,1138749.378
Hayes Valley,2021-04,1130543.473
Hayes Valley,2021-05,1126635.133
Hayes Valley,2021-06,1123214.498
Hayes Valley,2021-07,1129805.288
Hayes Valley,2021-08,1140185.582
Hayes Valley,2021-09,1155260.722
Hayes Valley,2021-10,1168539.649
Hayes Valley,2021-11,1185631.912
Hayes Valley,2021-12,1200243.245
Hayes Valley,2022-01,1206051.368
Hayes Valley,2022-02,1202166.439
Hayes Valley,2022-03,1196774.554
Hayes Valley,2022-04,1194518.098
Hayes Valley,2022-05,1192656.56
Hayes Valley,2022-06,1184130.382
Hayes Valley,2022-07,1167771.682
Hayes Valley,2022-08,1146139.665
Hayes Valley,2022-09,1124321.446
Hayes Valley,2022-10,1108115.139
Hayes Valley,2022-11,1094706.876
Hayes Valley,2022-12,1078480.875
Inner Richmond,2018-01,1948172.004
Inner Richmond,2018-02,1968511.254
Inner Richmond,2018-03,1981078.546
Inner Richmond,2018-04,1990287.384
Inner Richmond,2018-05,1999887.9760000005
Inner Richmond,2018-06,2009589.582
Inner Richmond,2018-07,1998800.4265
Inner Richmond,2018-08,1983770.7425
Inner Richmond,2018-09,1973802.2625
Inner Richmond,2018-10,1976979.8675
Inner Richmond,2018-11,1983866.992
Inner Richmond,2018-12,1980189.136
Inner Richmond,2019-01,1968809.4655
Inner Richmond,2019-02,1945189.379
Inner Richmond,2019-03,1924879.9705
Inner Richmond,2019-04,1911939.932
Inner Richmond,2019-05,1908338.1175
Inner Richmond,2019-06,1912910.8045
Inner Richmond,2019-07,1924748.1175
Inner Richmond,2019-08,1941883.7775
Inner Richmond,2019-09,1955162.4585
Inner Richmond,2019-10,1966024.0825
Inner Richmond,2019-11,1974845.2385
Inner Richmond,2019-12,1984752.991
Inner Richmond,2020-01,1995705.5985
Inner Richmond,2020-02,2003192.47
Inner Richmond,2020-03,2014103.2105
Inner Richmond,2020-04,2018836.6635
Inner Richmond,2020-05,2013837.7875
Inner Richmond,2020-06,1994829.8585
Inner Richmond,2020-07,1979845.4245
Inner Richmond,2020-08,1980936.292
Inner Richmond,2020-09,1995032.164
Inner Richmond,2020-10,2004060.5945
Inner Richmond,2020-11,2009542.3805
Inner Richmond,2020-12,2011036.1185
Inner Richmond,2021-01,2013478.852
Inner Richmond,2021-02,2010545.1285
Inner Richmond,2021-03,2010238.5885
Inner Richmond,2021-04,2016848.8605
Inner Richmond,2021-05,2038756.131
Inner Richmond,2021-06,2066437.654
Inner Richmond,2021-07,2097569.6905
Inner Richmond,2021-08,2122138.216
Inner Richmond,2021-09,2142948.424
Inner Richmond,2021-10,2158093.2825
Inner Richmond,2021-11,2176359.741
Inner Richmond,2021-12,2192491.833
Inner Richmond,2022-01,2212218.337
Inner Richmond,2022-02,2240039.7255
Inner Richmond,2022-03,2279918.609
Inner Richmond,2022-04,2314023.776
Inner Richmond,2022-05,2326623.6865
Inner Richmond,2022-06,2309956.4045
Inner Richmond,2022-07,2274531.0635
Inner Richmond,2022-08,2226152.0335
Inner Richmond,2022-09,2170054.2545
Inner Richmond,2022-10,2120608.0225
Inner Richmond,2022-11,2082715.438
Inner Richmond,2022-12,2050317.511
Inner Sunset,2018-01,1516317.4965
Inner Sunset,2018-02,1532675.01
Inner Sunset,2018-03,1546821.653
Inner Sunset,2018-04,1560850.825
Inner Sunset,2018-05,1580836.923
Inner Sunset,2018-06,1598084.1834999998
Inner Sunset,2018-07,1600817.169
Inner Sunset,2018-08,1594057.3505000002
Inner Sunset,2018-09,1587411.4674999998
Inner Sunset,2018-10,1586637.83
Inner Sunset,2018-11,1586616.0125
Inner Sunset,2018-12,1580082.9255
Inner Sunset,2019-01,1570973.8254999998
Inner Sunset,2019-02,1556022.1175
Inner Sunset,2019-03,1545188.721
Inner Sunset,2019-04,1540275.7659999998
Inner Sunset,2019-05,1541145.3495
Inner Sunset,2019-06,1547255.4835
Inner Sunset,2019-07,1555696.1324999998
Inner Sunset,2019-08,1565462.0655
Inner Sunset,2019-09,1572945.242
Inner Sunset,2019-10,1577818.3645
Inner Sunset,2019-11,1584981.548
Inner Sunset,2019-12,1591813.9055
Inner Sunset,2020-01,1599837.8725
Inner Sunset,2020-02,1607067.8369999998
Inner Sunset,2020-03,1618458.937
Inner Sunset,2020-04,1624482.962
Inner Sunset,2020-05,1618279.363
Inner Sunset,2020-06,1601293.7465
Inner Sunset,2020-07,1590563.771
Inner Sunset,2020-08,1593737.9330000002
Inner Sunset,2020-09,1605139.132
Inner Sunset,2020-10,1613263.6545000002
Inner Sunset,2020-11,1618288.7259999998
Inner Sunset,2020-12,1621213.4065
Inner Sunset,2021-01,1623398.3465
Inner Sunset,2021-02,1624608.677
Inner Sunset,2021-03,1628429.7
Inner Sunset,2021-04,1638310.8709999998
Inner Sunset,2021-05,1656124.5775
Inner Sunset,2021-06,1679050.957
Inner Sunset,2021-07,1703708.8685
Inner Sunset,2021-08,1721076.8155
Inner Sunset,2021-09,1729601.9904999998
Inner Sunset,2021-10,1734590.102
Inner Sunset,2021-11,1744046.13
Inner Sunset,2021-12,1754512.9130000002
Inner Sunset,2022-01,1767038.005
Inner Sunset,2022-02,1785366.7585
Inner Sunset,2022-03,1811265.6445
Inner Sunset,2022-04,1832893.0715
Inner Sunset,2022-05,1843574.8415
Inner Sunset,2022-06,1838916.3275
Inner Sunset,2022-07,1820821.9115
Inner Sunset,2022-08,1790707.613
Inner Sunset,2022-09,1752443.4470000002
Inner Sunset,2022-10,1718301.11
Inner Sunset,2022-11,1688939.1325
Inner Sunset,2022-12,1665054.6085
Japantown,2018-01,984372.0424
Japantown,2018-02,988631.9055
Japantown,2018-03,992567.0009
Japantown,2018-04,997236.3048
Japantown,2018-05,1005188.106
Japantown,2018-06,1010089.755
Japantown,2018-07,1008660.477
Japantown,2018-08,1003985.91
Japantown,2018-09,1001924.875
Japantown,2018-10,1003581.57
Japantown,2018-11,1008133.859
Japantown,2018-12,1009430.919
Japantown,2019-01,1008804.345
Japantown,2019-02,1003414.661
Japantown,2019-03,998922.5326
Japantown,2019-04,996411.4978
Japantown,2019-05,997405.2753
Japantown,2019-06,1002479.594
Japantown,2019-07,1010271.383
Japantown,2019-08,1018427.118
Japantown,2019-09,1023946.663
Japantown,2019-10,1028125.942
Japantown,2019-11,1030878.528
Japantown,2019-12,1033294.065
Japantown,2020-01,1034916.244
Japantown,2020-02,1035616.679
Japantown,2020-03,1036939.18
Japantown,2020-04,1038251.972
Japantown,2020-05,1037136.665
Japantown,2020-06,1030314.866
Japantown,2020-07,1019403.387
Japantown,2020-08,1010142.372
Japantown,2020-09,1004945.153
Japantown,2020-10,1002148.603
Japantown,2020-11,1000206.64
Japantown,2020-12,999380.6669
Japantown,2021-01,998527.1699
Japantown,2021-02,994757.3407
Japantown,2021-03,990558.6261
Japantown,2021-04,987144.7221
Japantown,2021-05,988721.9964
Japantown,2021-06,992639.3576
Japantown,2021-07,999056.0712
